season_Monsoon,season_Post-Monsoon,season_Pre-Monsoon,season_Winter,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec
1.0,0.0,0.0,0.0,511.0,27.8,98.0,0.63,5.0,1.8
1.0,0.0,0.0,0.0,935.0,28.8,94.0,0.71,19.0,1.32
1.0,0.0,0.0,0.0,795.0,24.6,90.0,0.98,20.0,1.86
1.0,0.0,0.0,0.0,340.0,27.6,97.0,0.52,11.0,1.71
1.0,0.0,0.0,0.0,411.0,24.4,94.0,0.9,7.0,2.08
1.0,0.0,0.0,0.0,699.0,22.9,96.0,0.91,6.0,1.89
1.0,0.0,0.0,0.0,295.0,24.9,93.0,0.93,0.0,2.11
1.0,0.0,0.0,0.0,528.0,26.1,92.0,0.76,19.0,2.32
0.0,0.0,1.0,0.0,640.0,27.5,79.0,0.31,18.0,2.59
0.0,1.0,0.0,0.0,558.0,26.7,85.0,0.35,10.0,1.11
1.0,0.0,0.0,0.0,393.0,22.2,95.0,0.88,1.0,1.34
0.0,0.0,1.0,0.0,891.0,30.7,83.0,0.27,23.0,1.95
0.0,0.0,1.0,0.0,791.0,29.7,63.0,0.48,0.0,1.91
0.0,0.0,1.0,0.0,299.0,31.7,80.0,0.44,0.0,2.2
1.0,0.0,0.0,0.0,783.0,26.8,97.0,0.78,4.0,3.04
1.0,0.0,0.0,0.0,278.0,23.1,93.0,0.88,13.0,1.97
0.0,1.0,0.0,0.0,343.0,20.2,71.0,0.28,0.0,1.73
0.0,0.0,1.0,0.0,276.0,31.6,84.0,0.51,2.0,1.78
1.0,0.0,0.0,0.0,413.0,23.7,96.0,0.85,22.0,3.04
1.0,0.0,0.0,0.0,251.0,28.9,94.0,0.91,21.0,1.53
1.0,0.0,0.0,0.0,483.0,28.3,86.0,0.95,18.0,1.5
1.0,0.0,0.0,0.0,380.0,25.7,96.0,0.71,11.0,2.91
0.0,0.0,0.0,1.0,860.0,19.8,65.0,0.1,1.0,1.12
1.0,0.0,0.0,0.0,830.0,26.1,91.0,0.79,19.0,1.07
1.0,0.0,0.0,0.0,827.0,28.3,93.0,0.99,20.0,1.55
1.0,0.0,0.0,0.0,329.0,26.7,86.0,0.72,1.0,2.04
0.0,0.0,0.0,1.0,634.0,12.6,74.0,0.06,7.0,1.15
0.0,0.0,1.0,0.0,736.0,31.2,78.0,0.27,5.0,1.57
1.0,0.0,0.0,0.0,259.0,25.5,98.0,0.94,3.0,1.79
1.0,0.0,0.0,0.0,300.0,29.1,86.0,0.78,15.0,1.36
0.0,0.0,0.0,1.0,438.0,20.9,69.0,0.0,4.0,1.75
0.0,1.0,0.0,0.0,636.0,23.4,85.0,0.19,2.0,1.49
1.0,0.0,0.0,0.0,789.0,22.3,96.0,0.98,16.0,3.28
0.0,0.0,1.0,0.0,368.0,26.1,66.0,0.44,20.0,1.87
0.0,1.0,0.0,0.0,883.0,27.9,72.0,0.25,7.0,1.54
1.0,0.0,0.0,0.0,708.0,22.5,88.0,0.53,21.0,2.9
1.0,0.0,0.0,0.0,322.0,23.2,92.0,0.82,23.0,1.69
0.0,0.0,0.0,1.0,712.0,20.0,78.0,0.06,16.0,2.3
1.0,0.0,0.0,0.0,647.0,29.1,98.0,0.99,21.0,1.94
1.0,0.0,0.0,0.0,721.0,26.9,91.0,0.94,12.0,2.37
0.0,0.0,0.0,1.0,737.0,12.0,71.0,0.07,20.0,1.9
0.0,0.0,1.0,0.0,339.0,28.6,78.0,0.55,9.0,2.37
1.0,0.0,0.0,0.0,777.0,27.0,94.0,0.97,5.0,1.98
0.0,0.0,0.0,1.0,555.0,15.3,72.0,0.04,19.0,2.39
1.0,0.0,0.0,0.0,273.0,27.2,95.0,0.92,2.0,2.93
1.0,0.0,0.0,0.0,255.0,26.7,91.0,0.93,5.0,1.9
0.0,1.0,0.0,0.0,400.0,24.0,77.0,0.17,3.0,0.83
1.0,0.0,0.0,0.0,504.0,29.4,92.0,0.9,13.0,2.63
1.0,0.0,0.0,0.0,593.0,23.5,96.0,0.67,20.0,1.82
1.0,0.0,0.0,0.0,630.0,22.1,88.0,0.53,8.0,1.72
0.0,0.0,1.0,0.0,309.0,28.0,70.0,0.21,21.0,1.65
1.0,0.0,0.0,0.0,399.0,24.0,93.0,0.55,16.0,1.92
0.0,0.0,1.0,0.0,493.0,25.8,60.0,0.12,0.0,1.37
0.0,0.0,0.0,1.0,446.0,13.5,73.0,0.11,7.0,1.35
0.0,0.0,0.0,1.0,661.0,12.9,65.0,0.08,3.0,1.23
1.0,0.0,0.0,0.0,356.0,29.9,94.0,0.81,2.0,2.22
1.0,0.0,0.0,0.0,758.0,27.8,88.0,0.81,10.0,1.76
0.0,1.0,0.0,0.0,868.0,19.9,80.0,0.19,19.0,1.77
0.0,1.0,0.0,0.0,698.0,25.0,73.0,0.12,21.0,2.68
1.0,0.0,0.0,0.0,760.0,28.2,98.0,0.95,7.0,2.71
1.0,0.0,0.0,0.0,890.0,24.3,87.0,0.6,13.0,1.97
1.0,0.0,0.0,0.0,603.0,29.6,89.0,0.97,0.0,0.98
0.0,0.0,0.0,1.0,427.0,16.6,80.0,0.05,10.0,1.74
0.0,1.0,0.0,0.0,897.0,20.1,82.0,0.2,7.0,1.51
1.0,0.0,0.0,0.0,489.0,25.6,93.0,0.62,5.0,1.56
1.0,0.0,0.0,0.0,435.0,23.5,92.0,0.95,15.0,2.75
1.0,0.0,0.0,0.0,556.0,27.3,98.0,0.97,0.0,2.11
0.0,0.0,1.0,0.0,375.0,29.2,68.0,0.41,18.0,3.1
0.0,1.0,0.0,0.0,255.0,24.3,78.0,0.24,15.0,1.47
1.0,0.0,0.0,0.0,385.0,22.3,85.0,0.5,16.0,1.31
1.0,0.0,0.0,0.0,578.0,27.4,90.0,0.74,19.0,2.99
1.0,0.0,0.0,0.0,799.0,27.4,98.0,0.65,8.0,1.69
0.0,0.0,0.0,1.0,853.0,14.8,73.0,0.04,21.0,1.97
0.0,0.0,1.0,0.0,698.0,31.0,62.0,0.45,1.0,0.98
0.0,1.0,0.0,0.0,576.0,19.3,70.0,0.25,21.0,1.54
0.0,1.0,0.0,0.0,881.0,26.6,83.0,0.39,16.0,1.82
0.0,1.0,0.0,0.0,660.0,25.9,73.0,0.2,18.0,2.52
1.0,0.0,0.0,0.0,644.0,23.4,95.0,0.76,14.0,1.24
0.0,0.0,0.0,1.0,413.0,17.0,76.0,0.09,10.0,1.12
1.0,0.0,0.0,0.0,763.0,28.2,89.0,0.76,13.0,1.45
0.0,0.0,0.0,1.0,833.0,13.7,80.0,0.02,9.0,3.05
0.0,1.0,0.0,0.0,272.0,21.6,79.0,0.14,6.0,1.32
1.0,0.0,0.0,0.0,703.0,27.3,95.0,0.78,5.0,2.65
0.0,1.0,0.0,0.0,685.0,23.1,73.0,0.33,0.0,2.3
1.0,0.0,0.0,0.0,503.0,27.5,86.0,0.51,8.0,1.12
1.0,0.0,0.0,0.0,614.0,22.7,91.0,0.74,10.0,1.8
1.0,0.0,0.0,0.0,461.0,28.7,94.0,0.78,15.0,1.11
1.0,0.0,0.0,0.0,342.0,26.7,85.0,0.67,21.0,1.34
0.0,0.0,0.0,1.0,795.0,13.9,77.0,0.03,11.0,1.3
1.0,0.0,0.0,0.0,888.0,26.6,85.0,0.67,4.0,1.86
1.0,0.0,0.0,0.0,780.0,24.3,86.0,0.54,4.0,1.59
0.0,0.0,0.0,1.0,524.0,12.3,78.0,0.01,0.0,2.18
1.0,0.0,0.0,0.0,337.0,25.1,90.0,0.71,19.0,2.57
0.0,1.0,0.0,0.0,353.0,18.7,77.0,0.16,17.0,2.05
1.0,0.0,0.0,0.0,636.0,27.2,96.0,0.99,20.0,1.63
0.0,1.0,0.0,0.0,627.0,21.7,71.0,0.24,1.0,1.63
1.0,0.0,0.0,0.0,705.0,27.5,90.0,0.94,1.0,2.33
0.0,1.0,0.0,0.0,463.0,21.0,75.0,0.13,2.0,1.94
0.0,0.0,1.0,0.0,930.0,27.2,80.0,0.57,18.0,1.36
0.0,0.0,1.0,0.0,759.0,29.5,70.0,0.35,0.0,2.15
0.0,1.0,0.0,0.0,829.0,22.6,81.0,0.4,19.0,2.45
1.0,0.0,0.0,0.0,809.0,27.3,91.0,0.9,21.0,1.58
1.0,0.0,0.0,0.0,451.0,27.2,88.0,0.71,5.0,1.34
0.0,1.0,0.0,0.0,572.0,24.3,75.0,0.24,1.0,2.12
0.0,0.0,1.0,0.0,658.0,25.3,67.0,0.19,15.0,2.44
1.0,0.0,0.0,0.0,306.0,28.7,92.0,0.56,10.0,2.71
1.0,0.0,0.0,0.0,455.0,26.8,94.0,0.74,20.0,2.21
0.0,0.0,1.0,0.0,586.0,27.5,81.0,0.23,1.0,2.07
0.0,1.0,0.0,0.0,497.0,24.5,79.0,0.15,7.0,2.59
1.0,0.0,0.0,0.0,923.0,30.0,86.0,0.75,16.0,1.38
0.0,1.0,0.0,0.0,512.0,25.2,83.0,0.33,16.0,1.47
1.0,0.0,0.0,0.0,416.0,22.9,88.0,0.83,3.0,1.47
0.0,0.0,0.0,1.0,532.0,12.5,74.0,0.09,1.0,1.7
1.0,0.0,0.0,0.0,393.0,22.2,89.0,0.97,17.0,2.38
1.0,0.0,0.0,0.0,511.0,27.3,94.0,0.57,2.0,2.25
1.0,0.0,0.0,0.0,893.0,22.2,94.0,0.91,14.0,1.15
1.0,0.0,0.0,0.0,305.0,23.1,96.0,0.85,23.0,1.4
0.0,0.0,0.0,1.0,300.0,13.4,75.0,0.08,2.0,2.23
0.0,0.0,1.0,0.0,712.0,29.1,71.0,0.41,5.0,2.25
1.0,0.0,0.0,0.0,843.0,28.6,94.0,0.62,18.0,2.62
0.0,0.0,1.0,0.0,553.0,29.7,82.0,0.54,7.0,1.37
0.0,0.0,1.0,0.0,596.0,30.4,61.0,0.22,21.0,1.45
1.0,0.0,0.0,0.0,800.0,24.7,92.0,0.99,14.0,1.91
1.0,0.0,0.0,0.0,745.0,29.2,96.0,0.82,2.0,2.74
0.0,0.0,0.0,1.0,475.0,13.1,78.0,0.09,5.0,2.81
1.0,0.0,0.0,0.0,466.0,27.2,95.0,0.55,16.0,1.46
0.0,0.0,1.0,0.0,561.0,25.9,85.0,0.4,0.0,0.86
1.0,0.0,0.0,0.0,270.0,28.7,95.0,0.52,15.0,1.66
0.0,0.0,1.0,0.0,830.0,29.8,63.0,0.26,13.0,1.73
0.0,0.0,0.0,1.0,342.0,13.6,74.0,0.0,15.0,2.02
0.0,1.0,0.0,0.0,600.0,23.9,85.0,0.23,9.0,2.62
1.0,0.0,0.0,0.0,702.0,28.7,85.0,0.9,17.0,1.26
0.0,0.0,0.0,1.0,388.0,20.6,69.0,0.01,18.0,1.33
0.0,0.0,0.0,1.0,403.0,13.1,73.0,0.14,14.0,1.18
0.0,1.0,0.0,0.0,839.0,18.3,82.0,0.18,7.0,1.09
0.0,1.0,0.0,0.0,391.0,25.3,76.0,0.17,15.0,1.85
0.0,0.0,1.0,0.0,632.0,30.6,70.0,0.59,20.0,1.74
0.0,1.0,0.0,0.0,662.0,19.9,82.0,0.17,4.0,2.01
1.0,0.0,0.0,0.0,394.0,27.9,97.0,0.84,0.0,1.44
1.0,0.0,0.0,0.0,573.0,22.8,90.0,0.69,7.0,2.49
1.0,0.0,0.0,0.0,629.0,26.6,89.0,0.99,16.0,2.93
1.0,0.0,0.0,0.0,639.0,29.8,88.0,0.9,3.0,1.54
1.0,0.0,0.0,0.0,865.0,26.8,96.0,1.0,12.0,1.47
0.0,1.0,0.0,0.0,514.0,27.6,78.0,0.15,20.0,2.08
0.0,1.0,0.0,0.0,782.0,25.5,82.0,0.21,9.0,1.65
1.0,0.0,0.0,0.0,703.0,29.4,95.0,0.71,6.0,2.41
1.0,0.0,0.0,0.0,433.0,29.7,96.0,0.82,17.0,1.51
0.0,0.0,1.0,0.0,538.0,27.6,60.0,0.15,22.0,2.67
1.0,0.0,0.0,0.0,850.0,25.8,96.0,0.94,19.0,1.82
0.0,0.0,0.0,1.0,824.0,20.5,69.0,0.05,11.0,1.75
0.0,0.0,0.0,1.0,699.0,16.2,67.0,0.0,7.0,1.67
0.0,0.0,1.0,0.0,725.0,30.7,79.0,0.54,23.0,2.57
1.0,0.0,0.0,0.0,362.0,28.1,93.0,0.53,19.0,2.56
1.0,0.0,0.0,0.0,734.0,28.9,88.0,0.6,8.0,1.43
1.0,0.0,0.0,0.0,633.0,25.1,85.0,0.68,22.0,2.51
0.0,0.0,0.0,1.0,587.0,21.6,80.0,0.13,7.0,1.45
0.0,0.0,1.0,0.0,385.0,30.9,70.0,0.58,19.0,2.2
0.0,0.0,0.0,1.0,379.0,13.2,67.0,0.06,3.0,2.35
0.0,0.0,0.0,1.0,818.0,17.0,80.0,0.04,8.0,2.48
0.0,0.0,1.0,0.0,435.0,29.2,71.0,0.45,13.0,2.9
1.0,0.0,0.0,0.0,443.0,25.0,86.0,0.57,9.0,2.87
0.0,1.0,0.0,0.0,765.0,27.5,85.0,0.12,0.0,2.23
0.0,1.0,0.0,0.0,868.0,19.4,79.0,0.17,15.0,1.5
1.0,0.0,0.0,0.0,909.0,26.2,90.0,0.84,20.0,1.55
0.0,1.0,0.0,0.0,658.0,18.3,82.0,0.4,20.0,2.09
0.0,0.0,1.0,0.0,750.0,25.1,63.0,0.53,4.0,1.2
1.0,0.0,0.0,0.0,430.0,28.0,86.0,0.57,8.0,1.46
0.0,1.0,0.0,0.0,553.0,27.2,81.0,0.37,5.0,1.82
1.0,0.0,0.0,0.0,494.0,25.7,89.0,0.98,16.0,1.69
1.0,0.0,0.0,0.0,933.0,26.5,94.0,0.64,4.0,2.27
0.0,0.0,1.0,0.0,864.0,26.8,65.0,0.55,18.0,1.28
1.0,0.0,0.0,0.0,873.0,22.2,96.0,0.61,4.0,0.92
1.0,0.0,0.0,0.0,872.0,28.2,86.0,0.57,12.0,1.47
0.0,1.0,0.0,0.0,449.0,24.4,84.0,0.3,8.0,2.28
1.0,0.0,0.0,0.0,626.0,27.3,85.0,0.72,14.0,3.27
0.0,1.0,0.0,0.0,383.0,27.4,78.0,0.15,5.0,2.63
1.0,0.0,0.0,0.0,454.0,29.4,85.0,0.87,15.0,1.18
0.0,0.0,1.0,0.0,275.0,28.6,69.0,0.39,16.0,1.73
1.0,0.0,0.0,0.0,289.0,28.9,93.0,0.51,0.0,1.96
0.0,1.0,0.0,0.0,790.0,18.9,75.0,0.36,0.0,2.18
1.0,0.0,0.0,0.0,617.0,27.8,88.0,0.62,1.0,2.42
1.0,0.0,0.0,0.0,677.0,24.1,88.0,0.86,14.0,2.17
1.0,0.0,0.0,0.0,381.0,25.4,87.0,0.57,21.0,1.45
0.0,1.0,0.0,0.0,464.0,24.3,76.0,0.22,4.0,2.8
0.0,0.0,0.0,1.0,884.0,16.6,74.0,0.11,5.0,2.47
0.0,0.0,0.0,1.0,730.0,15.4,69.0,0.1,4.0,1.69
0.0,1.0,0.0,0.0,388.0,21.6,81.0,0.2,19.0,1.31
1.0,0.0,0.0,0.0,397.0,27.7,91.0,0.81,0.0,2.29
0.0,0.0,1.0,0.0,910.0,28.9,61.0,0.18,7.0,1.72
0.0,0.0,1.0,0.0,276.0,32.8,66.0,0.16,2.0,2.3
1.0,0.0,0.0,0.0,830.0,27.4,96.0,0.6,17.0,1.74
0.0,1.0,0.0,0.0,642.0,27.0,84.0,0.2,18.0,2.02
0.0,1.0,0.0,0.0,490.0,27.3,76.0,0.26,13.0,1.43
0.0,0.0,0.0,1.0,854.0,13.3,78.0,0.08,14.0,2.62
0.0,0.0,1.0,0.0,347.0,29.9,82.0,0.27,6.0,1.13
0.0,0.0,1.0,0.0,668.0,26.4,70.0,0.49,8.0,2.96
0.0,0.0,1.0,0.0,534.0,27.2,79.0,0.58,2.0,1.62
1.0,0.0,0.0,0.0,742.0,24.8,98.0,0.93,23.0,1.58
1.0,0.0,0.0,0.0,821.0,28.6,97.0,0.8,22.0,2.61
1.0,0.0,0.0,0.0,916.0,27.6,91.0,0.6,6.0,1.13
0.0,1.0,0.0,0.0,743.0,18.5,83.0,0.12,12.0,2.14
1.0,0.0,0.0,0.0,331.0,27.9,98.0,0.61,21.0,1.06
1.0,0.0,0.0,0.0,355.0,27.2,96.0,0.82,21.0,1.04
1.0,0.0,0.0,0.0,444.0,25.7,97.0,0.63,5.0,3.02
1.0,0.0,0.0,0.0,314.0,26.9,94.0,0.84,7.0,2.03
0.0,0.0,0.0,1.0,609.0,17.0,72.0,0.15,18.0,1.29
0.0,0.0,1.0,0.0,480.0,30.5,67.0,0.16,11.0,1.24
0.0,1.0,0.0,0.0,310.0,27.8,75.0,0.2,11.0,3.02
1.0,0.0,0.0,0.0,930.0,26.1,92.0,0.79,11.0,2.33
1.0,0.0,0.0,0.0,535.0,24.1,89.0,0.74,3.0,1.79
0.0,0.0,0.0,1.0,278.0,19.4,68.0,0.04,23.0,1.4
1.0,0.0,0.0,0.0,857.0,23.3,86.0,0.82,9.0,2.06
0.0,0.0,1.0,0.0,266.0,30.1,69.0,0.38,23.0,3.0
1.0,0.0,0.0,0.0,442.0,26.6,87.0,0.85,5.0,1.63
0.0,1.0,0.0,0.0,826.0,18.0,78.0,0.2,23.0,1.8
1.0,0.0,0.0,0.0,511.0,24.2,88.0,0.91,3.0,0.99
0.0,0.0,1.0,0.0,845.0,29.1,75.0,0.54,3.0,2.57
1.0,0.0,0.0,0.0,444.0,25.9,93.0,0.87,5.0,2.66
0.0,1.0,0.0,0.0,738.0,24.4,74.0,0.15,21.0,1.84
0.0,1.0,0.0,0.0,748.0,21.9,72.0,0.15,7.0,2.93
0.0,1.0,0.0,0.0,679.0,25.4,77.0,0.33,15.0,2.95
0.0,0.0,1.0,0.0,530.0,26.2,78.0,0.33,14.0,1.95
1.0,0.0,0.0,0.0,340.0,27.1,98.0,0.52,12.0,1.47
1.0,0.0,0.0,0.0,490.0,28.5,88.0,0.85,11.0,2.97
1.0,0.0,0.0,0.0,592.0,22.7,92.0,0.54,20.0,3.21
1.0,0.0,0.0,0.0,672.0,29.2,95.0,0.89,5.0,1.96
0.0,1.0,0.0,0.0,255.0,25.4,74.0,0.34,13.0,3.05
0.0,1.0,0.0,0.0,251.0,20.3,84.0,0.38,1.0,1.24
1.0,0.0,0.0,0.0,721.0,27.9,95.0,0.81,23.0,1.67
1.0,0.0,0.0,0.0,699.0,23.4,88.0,0.87,7.0,1.27
0.0,0.0,1.0,0.0,543.0,27.4,68.0,0.1,8.0,2.11
0.0,1.0,0.0,0.0,928.0,27.5,78.0,0.12,3.0,1.8
0.0,1.0,0.0,0.0,565.0,28.0,81.0,0.37,4.0,1.09
0.0,0.0,1.0,0.0,535.0,29.0,79.0,0.48,5.0,2.63
1.0,0.0,0.0,0.0,805.0,29.9,98.0,0.57,0.0,2.04
0.0,0.0,0.0,1.0,499.0,18.7,71.0,0.04,21.0,2.18
0.0,0.0,0.0,1.0,737.0,12.4,67.0,0.08,10.0,1.55
0.0,1.0,0.0,0.0,860.0,21.5,75.0,0.11,19.0,1.57
1.0,0.0,0.0,0.0,788.0,22.9,90.0,0.9,19.0,2.08
0.0,0.0,1.0,0.0,793.0,28.0,75.0,0.36,10.0,2.7
0.0,0.0,1.0,0.0,258.0,31.6,65.0,0.48,0.0,1.76
0.0,0.0,1.0,0.0,816.0,26.9,81.0,0.44,20.0,1.45
0.0,0.0,1.0,0.0,931.0,31.3,65.0,0.55,0.0,1.97
1.0,0.0,0.0,0.0,266.0,26.2,85.0,0.6,4.0,1.1
1.0,0.0,0.0,0.0,365.0,26.0,93.0,0.92,10.0,1.25
0.0,1.0,0.0,0.0,794.0,19.1,75.0,0.31,7.0,1.31
0.0,0.0,0.0,1.0,531.0,19.9,79.0,0.09,4.0,2.34
0.0,0.0,1.0,0.0,501.0,28.4,69.0,0.16,18.0,2.85
0.0,0.0,0.0,1.0,309.0,17.5,65.0,0.08,9.0,1.71
1.0,0.0,0.0,0.0,946.0,24.5,91.0,0.52,19.0,3.01
0.0,0.0,1.0,0.0,919.0,30.9,81.0,0.47,23.0,1.06
1.0,0.0,0.0,0.0,779.0,29.6,95.0,0.56,20.0,1.93
0.0,1.0,0.0,0.0,446.0,27.6,72.0,0.32,6.0,2.17
1.0,0.0,0.0,0.0,286.0,24.1,93.0,0.72,17.0,1.67
0.0,1.0,0.0,0.0,538.0,21.0,83.0,0.21,21.0,3.06
0.0,1.0,0.0,0.0,851.0,20.9,72.0,0.34,2.0,2.26
1.0,0.0,0.0,0.0,284.0,23.8,93.0,0.8,8.0,2.18
0.0,1.0,0.0,0.0,434.0,20.5,79.0,0.3,15.0,1.13
1.0,0.0,0.0,0.0,846.0,25.2,97.0,0.69,6.0,1.52
0.0,1.0,0.0,0.0,764.0,26.0,70.0,0.3,1.0,2.08
1.0,0.0,0.0,0.0,704.0,29.7,86.0,0.83,20.0,2.33
1.0,0.0,0.0,0.0,538.0,24.5,95.0,0.69,3.0,2.56
1.0,0.0,0.0,0.0,931.0,25.5,87.0,0.76,6.0,1.68
1.0,0.0,0.0,0.0,850.0,29.3,96.0,0.73,14.0,2.2
0.0,0.0,0.0,1.0,490.0,14.1,67.0,0.07,21.0,1.36
0.0,0.0,0.0,1.0,942.0,16.5,66.0,0.04,20.0,1.33
1.0,0.0,0.0,0.0,379.0,27.9,94.0,0.81,0.0,3.0
1.0,0.0,0.0,0.0,502.0,24.8,93.0,0.63,23.0,2.58
1.0,0.0,0.0,0.0,775.0,22.8,89.0,0.81,22.0,1.76
0.0,0.0,0.0,1.0,301.0,19.0,80.0,0.01,21.0,0.88
0.0,0.0,1.0,0.0,271.0,32.5,81.0,0.13,11.0,1.81
1.0,0.0,0.0,0.0,823.0,27.2,97.0,0.82,1.0,1.62
0.0,0.0,0.0,1.0,549.0,20.0,76.0,0.03,2.0,1.86
0.0,0.0,0.0,1.0,419.0,17.8,74.0,0.04,11.0,1.89
0.0,0.0,1.0,0.0,659.0,26.4,70.0,0.33,19.0,1.49
0.0,0.0,1.0,0.0,827.0,29.0,79.0,0.5,6.0,3.21
0.0,0.0,1.0,0.0,620.0,29.7,72.0,0.16,9.0,2.99
1.0,0.0,0.0,0.0,402.0,23.3,85.0,0.99,17.0,2.87
0.0,1.0,0.0,0.0,692.0,25.4,84.0,0.23,21.0,2.22
1.0,0.0,0.0,0.0,599.0,26.3,92.0,0.76,17.0,2.17
0.0,0.0,1.0,0.0,584.0,27.3,68.0,0.57,20.0,2.62
0.0,0.0,0.0,1.0,435.0,18.0,78.0,0.11,12.0,1.52
0.0,0.0,0.0,1.0,880.0,13.3,67.0,0.08,18.0,1.75
1.0,0.0,0.0,0.0,646.0,27.9,93.0,0.69,23.0,0.91
0.0,0.0,1.0,0.0,878.0,25.4,79.0,0.52,7.0,2.79
1.0,0.0,0.0,0.0,938.0,28.5,87.0,0.66,8.0,2.32
0.0,0.0,1.0,0.0,858.0,25.4,66.0,0.21,16.0,2.52
1.0,0.0,0.0,0.0,583.0,27.5,94.0,0.5,22.0,2.12
1.0,0.0,0.0,0.0,769.0,23.8,89.0,0.7,6.0,1.22
0.0,1.0,0.0,0.0,745.0,25.0,72.0,0.29,9.0,1.71
1.0,0.0,0.0,0.0,653.0,25.4,97.0,0.92,10.0,1.62
0.0,0.0,0.0,1.0,935.0,12.1,78.0,0.03,23.0,3.18
0.0,1.0,0.0,0.0,763.0,20.9,73.0,0.23,9.0,3.31
1.0,0.0,0.0,0.0,467.0,29.7,89.0,0.94,13.0,1.83
0.0,0.0,1.0,0.0,915.0,28.3,79.0,0.29,6.0,1.56
1.0,0.0,0.0,0.0,690.0,29.4,88.0,0.55,8.0,3.01
0.0,1.0,0.0,0.0,746.0,18.6,73.0,0.2,17.0,1.27
0.0,0.0,1.0,0.0,339.0,27.8,69.0,0.54,8.0,2.66
0.0,0.0,1.0,0.0,943.0,30.9,61.0,0.15,13.0,1.22
1.0,0.0,0.0,0.0,651.0,29.1,97.0,0.65,6.0,1.62
1.0,0.0,0.0,0.0,371.0,26.5,92.0,0.86,4.0,2.07
0.0,1.0,0.0,0.0,368.0,20.8,73.0,0.28,2.0,1.72
0.0,0.0,1.0,0.0,697.0,28.8,75.0,0.27,10.0,1.68
0.0,1.0,0.0,0.0,568.0,19.1,70.0,0.19,20.0,1.96
0.0,1.0,0.0,0.0,714.0,20.9,72.0,0.33,13.0,1.3
1.0,0.0,0.0,0.0,350.0,28.8,91.0,0.63,19.0,1.71
1.0,0.0,0.0,0.0,691.0,25.6,87.0,0.68,9.0,1.33
1.0,0.0,0.0,0.0,495.0,25.0,92.0,0.58,4.0,1.34
1.0,0.0,0.0,0.0,501.0,28.3,96.0,0.88,14.0,1.02
1.0,0.0,0.0,0.0,580.0,26.0,91.0,0.83,21.0,2.9
0.0,1.0,0.0,0.0,683.0,18.8,78.0,0.27,7.0,2.02
0.0,0.0,0.0,1.0,298.0,13.6,73.0,0.04,20.0,1.79
0.0,1.0,0.0,0.0,287.0,22.2,78.0,0.18,5.0,2.29
0.0,0.0,1.0,0.0,566.0,27.1,66.0,0.16,19.0,3.26
1.0,0.0,0.0,0.0,727.0,22.2,92.0,0.87,11.0,1.58
0.0,0.0,1.0,0.0,899.0,27.9,65.0,0.34,19.0,3.1
1.0,0.0,0.0,0.0,933.0,23.1,85.0,0.72,21.0,1.45
0.0,0.0,0.0,1.0,739.0,19.6,71.0,0.11,20.0,1.15
1.0,0.0,0.0,0.0,312.0,29.7,87.0,0.59,6.0,3.19
1.0,0.0,0.0,0.0,329.0,23.5,95.0,0.73,14.0,1.87
1.0,0.0,0.0,0.0,554.0,24.4,94.0,0.72,19.0,2.7
1.0,0.0,0.0,0.0,565.0,28.1,87.0,0.63,1.0,1.97
1.0,0.0,0.0,0.0,432.0,23.6,92.0,0.95,13.0,1.36
1.0,0.0,0.0,0.0,478.0,28.9,92.0,0.68,14.0,2.33
0.0,0.0,1.0,0.0,287.0,32.3,71.0,0.48,9.0,2.14
0.0,0.0,1.0,0.0,434.0,31.9,65.0,0.19,19.0,1.76
0.0,1.0,0.0,0.0,518.0,24.7,84.0,0.15,22.0,2.35
0.0,1.0,0.0,0.0,411.0,23.8,82.0,0.15,13.0,1.56
0.0,0.0,1.0,0.0,598.0,28.5,76.0,0.53,22.0,1.12
0.0,0.0,0.0,1.0,911.0,16.9,77.0,0.02,14.0,2.8
0.0,1.0,0.0,0.0,452.0,25.9,74.0,0.32,18.0,1.11
0.0,0.0,1.0,0.0,766.0,28.6,82.0,0.58,18.0,2.1
0.0,1.0,0.0,0.0,281.0,24.3,83.0,0.2,2.0,1.49
0.0,1.0,0.0,0.0,761.0,22.1,75.0,0.27,12.0,1.72
1.0,0.0,0.0,0.0,258.0,26.9,85.0,0.84,20.0,2.53
1.0,0.0,0.0,0.0,451.0,26.3,91.0,0.76,1.0,3.14
1.0,0.0,0.0,0.0,849.0,22.7,87.0,0.99,13.0,2.56
0.0,0.0,1.0,0.0,394.0,31.9,66.0,0.24,21.0,2.96
0.0,0.0,0.0,1.0,912.0,16.7,69.0,0.07,18.0,0.96
0.0,0.0,0.0,1.0,328.0,19.3,77.0,0.12,19.0,1.46
1.0,0.0,0.0,0.0,905.0,29.9,98.0,0.92,15.0,2.5
0.0,1.0,0.0,0.0,770.0,19.6,74.0,0.21,13.0,3.01
1.0,0.0,0.0,0.0,259.0,23.0,91.0,0.63,3.0,2.06
1.0,0.0,0.0,0.0,898.0,28.1,93.0,0.6,17.0,1.75
0.0,0.0,1.0,0.0,758.0,28.7,62.0,0.33,7.0,2.69
0.0,0.0,1.0,0.0,368.0,32.5,83.0,0.39,20.0,2.01
0.0,0.0,0.0,1.0,620.0,14.2,70.0,0.01,11.0,2.39
0.0,0.0,1.0,0.0,382.0,27.5,76.0,0.16,23.0,2.52
